order_id,order_date,ship_mode,segment,city,state,region,category,sub_category,quantity,discount,sale_price,profit
2553,2022-04-30,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,2,0.8,19.2,0
2554,2022-08-14,Standard Class,Home Office,Columbia,South Carolina,South,Office Supplies,Paper,4,0.6,29.4,0
2555,2022-10-13,Standard Class,Consumer,Tallahassee,Florida,South,Technology,Phones,7,28.4,681.6,40
2556,2023-12-14,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,2,2,48,10
2557,2022-08-19,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,8,2.5,47.5,10
2558,2023-06-04,Standard Class,Corporate,Coral Springs,Florida,South,Office Supplies,Appliances,2,0.5,9.5,0
2559,2022-11-30,Standard Class,Consumer,Orem,Utah,West,Furniture,Bookcases,7,56.4,1353.6,70
2560,2022-06-17,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Labels,5,0.8,19.2,0
2561,2022-02-06,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Storage,2,16,304,30
2562,2023-03-25,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Labels,4,0.2,9.8,0
2563,2023-06-19,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,2,0.4,9.6,0
2564,2022-12-21,Second Class,Corporate,New York City,New York,East,Technology,Accessories,1,1,19,0
2565,2022-04-27,Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,2,0.9,29.1,10
2566,2022-03-21,First Class,Consumer,Bowling Green,Kentucky,South,Technology,Accessories,4,3.5,66.5,10
2567,2022-02-08,Second Class,Consumer,Bellingham,Washington,West,Office Supplies,Binders,5,0.6,29.4,0
2568,2023-01-21,Second Class,Consumer,Bellingham,Washington,West,Furniture,Tables,9,133.5,2536.5,130
2569,2022-12-03,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,8,19.2,460.8,90
2570,2023-07-19,Same Day,Corporate,Newark,Ohio,East,Technology,Phones,2,6.4,153.6,10
2571,2023-01-09,Same Day,Corporate,Newark,Ohio,East,Office Supplies,Art,4,0.4,9.6,0
2572,2022-07-16,Standard Class,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,2,0,0,0
2573,2023-11-02,Second Class,Consumer,Carrollton,Texas,Central,Technology,Accessories,7,70,1330,130
2574,2022-12-20,Standard Class,Home Office,Lafayette,Indiana,Central,Furniture,Furnishings,5,21.2,508.8,70
2575,2022-02-01,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,3,0.6,19.4,0
2576,2022-01-20,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Binders,5,6.4,313.6,30
2577,2022-09-12,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,2,0.4,9.6,0
2578,2022-03-20,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,3,34,646,110
2579,2023-11-14,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,3,1.8,58.2,10
2580,2023-05-27,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,8,14.7,475.3,90
2581,2022-04-09,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,3,1,19,0
2582,2023-07-20,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,2,0.6,19.4,0
2583,2022-08-14,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,13,4.8,155.2,20
2584,2023-03-27,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,3,0.4,9.6,0
2585,2022-01-28,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,2,3.8,186.2,20
2586,2023-09-25,Standard Class,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,2,0.4,9.6,0
2587,2023-07-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,7,12.5,237.5,40
2588,2022-01-11,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,1,1,19,0
2589,2022-07-23,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,1,0.5,9.5,0
2590,2023-07-02,Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,3,10,240,50
2591,2022-11-03,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,2,0.4,9.6,0
2592,2022-09-25,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Tables,3,24,576,100
2593,2023-02-06,Second Class,Corporate,Summerville,South Carolina,South,Technology,Phones,2,2.4,77.6,0
2594,2022-12-21,Second Class,Corporate,Summerville,South Carolina,South,Office Supplies,Binders,8,6.6,323.4,60
2595,2023-06-04,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Envelopes,2,5.4,174.6,20
2596,2023-11-03,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,3,18.2,891.8,70
2597,2022-09-23,Standard Class,Corporate,Columbus,Indiana,Central,Technology,Phones,3,17.7,572.3,90
2598,2022-04-10,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Storage,2,15.9,514.1,70
2599,2022-10-10,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,3,0.3,9.7,0
2600,2022-02-04,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,2,4.8,115.2,20
2601,2022-08-27,Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,7,3.6,116.4,20
2602,2022-08-17,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,3,0.4,9.6,0
2603,2023-09-14,Same Day,Consumer,New York City,New York,East,Technology,Machines,3,67.5,1282.5,110
2604,2023-12-13,Same Day,Consumer,New York City,New York,East,Furniture,Bookcases,1,4.2,135.8,30
2605,2022-06-07,Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,4,2.4,57.6,10
2606,2022-04-15,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,1,0,0,0
2607,2023-08-05,Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,1,0.4,19.6,0
2608,2022-12-26,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,3,1,19,0
2609,2023-11-06,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,1,0,0,0
2610,2023-12-11,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Tables,5,24.4,1195.6,60
2611,2022-07-02,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2,0.3,9.7,0
2612,2022-12-17,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,3,0.4,19.6,0
2613,2023-10-16,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,3,0.3,9.7,0
2614,2023-12-13,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,2,1.6,38.4,0
2615,2023-05-21,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,3,4.6,225.4,20
2616,2022-03-02,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,6,0.8,19.2,0
2617,2022-04-04,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,2,0.3,9.7,0
2618,2022-05-14,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,13,6,114,20
2619,2023-10-01,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Art,3,0,0,0
2620,2022-11-05,Standard Class,Corporate,Carlsbad,New Mexico,West,Technology,Phones,4,2.8,67.2,10
2621,2022-11-25,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Storage,3,0.8,39.2,10
2622,2023-12-28,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Labels,5,0.8,19.2,0
2623,2023-02-28,Second Class,Corporate,Saint Louis,Missouri,Central,Office Supplies,Paper,4,0.6,29.4,0
2624,2023-04-11,First Class,Home Office,New York City,New York,East,Technology,Copiers,4,224,10976,900
2625,2022-12-17,First Class,Home Office,New York City,New York,East,Technology,Phones,8,120,2280,240
2626,2023-09-16,First Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,5,3,57,0
2627,2022-01-15,First Class,Home Office,New York City,New York,East,Technology,Phones,1,1.5,48.5,0
2628,2023-05-11,First Class,Corporate,Springfield,Ohio,East,Technology,Accessories,4,1.8,58.2,0
2629,2023-06-29,First Class,Corporate,Springfield,Ohio,East,Technology,Machines,7,32.5,617.5,100
2630,2023-12-15,First Class,Corporate,Springfield,Ohio,East,Office Supplies,Binders,10,0.3,9.7,0
2631,2023-06-15,Standard Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,3,0.3,9.7,0
2632,2022-01-04,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,2,0.8,39.2,0
2633,2022-03-22,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,2,1.6,38.4,10
2634,2022-04-16,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,1,11,209,40
2635,2023-03-09,Second Class,Corporate,Fayetteville,North Carolina,South,Furniture,Furnishings,2,0,0,0
2636,2022-05-03,Second Class,Corporate,Fayetteville,North Carolina,South,Office Supplies,Binders,5,0.4,9.6,0
2637,2022-02-24,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,2,16,304,20
2638,2023-04-27,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,4,0.6,19.4,0
2639,2023-05-08,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3,0.5,9.5,0
2640,2022-07-16,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,3,1.8,58.2,0
2641,2023-05-26,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,4,25.8,834.2,100
2642,2023-09-02,Standard Class,Consumer,Hot Springs,Arkansas,South,Technology,Accessories,1,1.2,28.8,0
2643,2022-09-21,First Class,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,6,9.5,180.5,30
2644,2022-05-02,Second Class,Home Office,Raleigh,North Carolina,South,Technology,Phones,1,0.8,39.2,0
2645,2022-10-15,Second Class,Home Office,Raleigh,North Carolina,South,Furniture,Furnishings,8,0.6,19.4,0
2646,2022-01-27,Second Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,3,1.8,58.2,10
2647,2022-04-09,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Binders,3,2,38,0
2648,2022-12-07,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,2,0.3,9.7,0
2649,2022-02-08,Second Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,6,32.8,787.2,130
2650,2022-10-27,Second Class,Consumer,Tulsa,Oklahoma,Central,Technology,Phones,3,3,97,10
2651,2022-07-23,Standard Class,Corporate,Hesperia,California,West,Furniture,Bookcases,5,21,399,70
2652,2023-04-13,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,3,0.4,9.6,0
2653,2023-06-09,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,3,0.4,9.6,0
2654,2023-01-02,Second Class,Corporate,Provo,Utah,West,Office Supplies,Paper,3,6.4,153.6,20
2655,2022-10-30,Second Class,Corporate,Provo,Utah,West,Furniture,Bookcases,3,51.6,1238.4,210
2656,2022-06-01,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,2,1.5,28.5,0
2657,2023-11-08,Second Class,Corporate,Provo,Utah,West,Office Supplies,Storage,2,5.2,254.8,40
2658,2022-12-13,Second Class,Corporate,Provo,Utah,West,Office Supplies,Labels,5,0.2,9.8,0
2659,2022-08-21,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,3,0.5,9.5,0
2660,2022-07-10,Standard Class,Corporate,Gilbert,Arizona,West,Furniture,Chairs,4,44,836,160
2661,2023-08-25,Standard Class,Corporate,New York City,New York,East,Technology,Phones,11,39.6,1940.4,400
2662,2023-09-15,Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,2,3.2,76.8,10
2663,2023-02-18,First Class,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,2,0.5,9.5,0
2664,2023-03-31,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Labels,1,0,0,0
2665,2022-10-01,First Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,3,14.8,355.2,70
2666,2023-04-04,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,2,0,0,0
2667,2023-06-22,Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,3,2.4,77.6,20
2668,2023-09-30,Same Day,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,1,0.6,29.4,0
2669,2023-05-23,Standard Class,Home Office,Los Angeles,California,West,Furniture,Chairs,1,1.2,38.8,10
2670,2022-06-14,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,4,2.2,107.8,10
2671,2022-11-09,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,3,3.4,166.6,30
2672,2022-11-25,Second Class,Corporate,Lowell,Massachusetts,East,Furniture,Chairs,6,31.6,758.4,60
2673,2022-02-15,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,2,0.6,29.4,10
2674,2023-01-06,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Storage,5,66.5,1263.5,230
2675,2022-10-16,Same Day,Consumer,San Diego,California,West,Office Supplies,Paper,3,8.5,161.5,30
2676,2023-06-23,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Art,5,0.3,9.7,0
2677,2022-03-24,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Appliances,1,1.6,38.4,10
2678,2023-11-30,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,7,0.5,9.5,0
2679,2022-12-20,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,2,0.6,29.4,0
2680,2022-11-23,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,5,0.2,9.8,0
2681,2023-02-15,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Accessories,5,24.8,595.2,100
2682,2023-03-18,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,4,1.8,88.2,20
2683,2022-04-08,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Machines,3,17.5,332.5,40
2684,2022-07-17,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,1,8,152,30
2685,2022-09-26,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,9,6.2,303.8,60
2686,2023-01-19,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Envelopes,3,3,97,10
2687,2023-11-03,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Binders,2,0,0,0
2688,2022-01-17,First Class,Consumer,Peoria,Illinois,Central,Office Supplies,Binders,5,0,0,0
2689,2022-02-09,First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,5,1,19,0
2690,2022-10-21,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,4,0.4,9.6,0
2691,2022-03-24,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3,0.2,9.8,0
2692,2022-04-12,Standard Class,Consumer,Englewood,Colorado,West,Office Supplies,Paper,3,0.4,19.6,0
2693,2023-07-30,Standard Class,Consumer,Englewood,Colorado,West,Technology,Phones,3,5.5,104.5,10
2694,2022-11-11,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,5,4.4,105.6,20
2695,2022-11-15,Standard Class,Consumer,Hialeah,Florida,South,Furniture,Furnishings,1,1,19,0
2696,2022-12-24,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,2,1.5,28.5,0
2697,2022-08-26,Standard Class,Home Office,Jacksonville,Florida,South,Technology,Machines,4,32.8,787.2,60
2698,2023-10-13,Standard Class,Home Office,Jacksonville,Florida,South,Technology,Machines,6,905.6,21734.4,4530
2699,2023-09-05,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Paper,4,0.4,19.6,0
2700,2022-04-28,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Art,3,0.4,9.6,0
2701,2022-01-06,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,2,0.9,29.1,0
2702,2022-04-22,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Fasteners,3,0.6,19.4,0
2703,2022-09-07,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,3,3.6,116.4,20
2704,2023-12-16,Standard Class,Consumer,Baltimore,Maryland,East,Office Supplies,Paper,3,2.4,117.6,10
2705,2022-09-13,Second Class,Consumer,New York City,New York,East,Technology,Accessories,6,5.2,124.8,10
2706,2023-09-14,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Supplies,2,1,19,0
2707,2022-05-19,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,3,0.4,19.6,0
2708,2023-02-07,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,4,9.5,180.5,30
2709,2023-01-09,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,7,4.6,225.4,30
2710,2023-04-30,Standard Class,Consumer,Los Angeles,California,West,Technology,Machines,3,57.6,1862.4,270
2711,2023-04-08,Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,2,0.5,9.5,0
2712,2022-08-27,First Class,Corporate,Lakewood,Ohio,East,Furniture,Furnishings,4,2.5,47.5,0
2713,2022-11-28,Second Class,Consumer,Troy,New York,East,Office Supplies,Art,9,1.2,58.8,10
2714,2022-08-04,Standard Class,Consumer,Wilmington,North Carolina,South,Technology,Phones,3,15,285,40
2715,2023-11-13,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,5,0.5,9.5,0
2716,2023-03-20,Standard Class,Corporate,New York City,New York,East,Technology,Phones,2,6.5,123.5,10
2717,2022-07-31,Standard Class,Home Office,Columbus,Georgia,South,Technology,Accessories,2,1.4,68.6,0
2718,2022-05-24,Standard Class,Consumer,New York City,New York,East,Technology,Phones,3,15.2,364.8,60
2719,2022-09-20,Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Storage,2,4.8,115.2,20
2720,2023-10-20,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,3,0.8,19.2,0
2721,2022-02-04,Second Class,Corporate,Cary,North Carolina,South,Office Supplies,Fasteners,3,0.3,9.7,0
2722,2023-07-04,Second Class,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,5,1.8,58.2,10
2723,2022-12-13,Second Class,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,5,1.6,78.4,10
2724,2023-10-21,Standard Class,Consumer,Vallejo,California,West,Office Supplies,Labels,5,0.2,9.8,0
2725,2023-01-07,Standard Class,Consumer,Vallejo,California,West,Office Supplies,Binders,2,3,97,10
2726,2023-08-01,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,5,18,342,50
2727,2022-07-08,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,4,7,343,50
2728,2023-08-18,First Class,Consumer,Toledo,Ohio,East,Office Supplies,Binders,1,0,0,0
2729,2023-02-16,First Class,Consumer,Toledo,Ohio,East,Technology,Phones,7,18.9,611.1,30
2730,2023-10-31,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,3,0.3,9.7,0
2731,2022-04-17,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,4,40,760,120
2732,2023-01-08,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,1,4.4,105.6,10
2733,2023-11-04,Standard Class,Consumer,Plainfield,New Jersey,East,Technology,Phones,2,2.1,67.9,0
2734,2023-05-06,Standard Class,Consumer,Plainfield,New Jersey,East,Office Supplies,Art,1,0.5,9.5,0
2735,2022-09-04,Second Class,Consumer,Las Cruces,New Mexico,West,Office Supplies,Paper,4,1.5,48.5,10
2736,2023-04-24,Standard Class,Consumer,Newark,Delaware,East,Technology,Phones,3,19,361,20
2737,2023-02-04,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Paper,7,1.2,38.8,0
2738,2022-07-23,Standard Class,Consumer,Newark,Delaware,East,Furniture,Bookcases,3,9,291,30
2739,2022-11-12,Standard Class,Consumer,Newark,Delaware,East,Technology,Phones,2,2.7,87.3,10
2740,2022-09-23,First Class,Corporate,Hoover,Alabama,South,Office Supplies,Supplies,4,14.4,465.6,80
2741,2022-10-31,First Class,Corporate,Hoover,Alabama,South,Technology,Accessories,2,0.6,29.4,10
2742,2022-07-30,Second Class,Consumer,Newark,Ohio,East,Office Supplies,Envelopes,5,2.5,47.5,0
2743,2023-01-10,Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,2,1.6,38.4,0
2744,2023-08-31,Second Class,Corporate,San Francisco,California,West,Furniture,Furnishings,6,13,247,40
2745,2022-04-23,Second Class,Corporate,San Francisco,California,West,Technology,Phones,3,6.5,123.5,20
2746,2022-09-12,Second Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,1,2.4,77.6,20
2747,2023-05-30,Standard Class,Consumer,Franklin,Massachusetts,East,Furniture,Tables,3,21,679,110
2748,2023-02-27,Standard Class,Home Office,Frisco,Texas,Central,Technology,Accessories,4,1.5,28.5,0
2749,2022-02-16,Standard Class,Consumer,Tallahassee,Florida,South,Office Supplies,Binders,3,0.3,9.7,0
2750,2022-06-22,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,3,29.5,560.5,80
2751,2023-08-16,Second Class,Consumer,Vacaville,California,West,Office Supplies,Storage,11,16.8,403.2,30
2752,2022-05-24,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,2,4.6,225.4,50
2753,2022-12-14,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,2,0.3,9.7,0
2754,2022-10-31,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,3,6.4,313.6,30
2755,2022-11-13,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,5,15.6,764.4,40
2756,2023-12-13,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,5,43.5,1406.5,120
2757,2022-10-30,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,2,0.2,9.8,0
2758,2023-03-15,Second Class,Consumer,New York City,New York,East,Technology,Accessories,3,12,228,40
2759,2023-05-22,Standard Class,Home Office,Columbus,Georgia,South,Furniture,Furnishings,4,1.6,78.4,10
2760,2022-06-16,Standard Class,Home Office,Columbus,Georgia,South,Office Supplies,Storage,4,24,456,50
2761,2023-06-02,First Class,Home Office,Murray,Utah,West,Office Supplies,Paper,5,2,48,10
2762,2022-04-08,First Class,Home Office,San Francisco,California,West,Technology,Accessories,1,0,0,0
2763,2023-05-16,First Class,Home Office,San Francisco,California,West,Office Supplies,Binders,5,2,98,10
2764,2023-05-14,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3,0.3,9.7,0
2765,2022-08-06,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5,1.2,28.8,10
2766,2022-04-27,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,2,0.2,9.8,0
2767,2022-12-12,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,1,1.5,28.5,0
2768,2022-02-28,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,8,96,1824,330
2769,2023-07-18,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,2,1.2,28.8,10
2770,2022-06-11,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,7,1,49,10
2771,2023-11-16,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,3,2,48,10
2772,2022-09-20,Standard Class,Consumer,Waukesha,Wisconsin,Central,Office Supplies,Storage,5,2.5,47.5,0
2773,2022-09-15,First Class,Consumer,Fort Lauderdale,Florida,South,Furniture,Furnishings,3,0.6,19.4,0
2774,2023-08-04,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,3,1,49,10
2775,2023-05-13,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,2,0.2,9.8,0
2776,2022-10-19,Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,3,4.5,145.5,10
2777,2022-09-06,Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Appliances,7,3,57,0
2778,2023-01-22,Second Class,Consumer,Bakersfield,California,West,Furniture,Bookcases,2,6,194,40
2779,2022-08-10,Standard Class,Corporate,Pompano Beach,Florida,South,Furniture,Furnishings,8,0.6,19.4,0
2780,2023-08-25,Standard Class,Corporate,Pompano Beach,Florida,South,Technology,Accessories,3,0,0,0
2781,2023-05-13,First Class,Consumer,New York City,New York,East,Office Supplies,Labels,4,3,57,10
2782,2022-11-17,Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Art,10,0.8,19.2,0
2783,2022-02-26,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,2,5.2,254.8,40
2784,2022-10-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,2,0.6,19.4,0
2785,2022-10-29,Standard Class,Corporate,Troy,Ohio,East,Technology,Phones,4,0.8,19.2,0
2786,2022-05-08,First Class,Home Office,Los Angeles,California,West,Furniture,Chairs,4,24,576,70
2787,2022-04-02,First Class,Home Office,Los Angeles,California,West,Office Supplies,Fasteners,2,0.5,9.5,0
2788,2022-12-16,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,5,2.4,57.6,0
2789,2022-06-17,Standard Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Art,7,0.8,19.2,0
2790,2023-04-30,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,5,1.2,38.8,10
2791,2023-09-07,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Appliances,2,1.2,28.8,0
2792,2022-06-04,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Appliances,3,1.6,38.4,0
2793,2022-06-27,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,1,0.5,9.5,0
2794,2023-09-24,Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,14,54,1026,130
2795,2022-12-29,Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,4,8.8,431.2,50
2796,2023-11-03,Standard Class,Corporate,Redondo Beach,California,West,Office Supplies,Binders,7,0.4,19.6,0
2797,2022-05-23,Standard Class,Corporate,Redondo Beach,California,West,Furniture,Bookcases,3,9.3,300.7,20
2798,2022-05-18,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Art,4,0.2,9.8,0
2799,2023-08-22,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,2,1.6,38.4,0
2800,2022-03-20,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,5,3,147,20
2801,2022-12-07,First Class,Corporate,Miami,Florida,South,Technology,Phones,5,39,741,160
2802,2022-06-23,First Class,Consumer,Salem,Oregon,West,Office Supplies,Art,1,0.4,9.6,0
2803,2023-12-13,Standard Class,Consumer,Las Cruces,New Mexico,West,Furniture,Furnishings,3,1.6,38.4,10
2804,2023-06-21,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,3,0.2,9.8,0
2805,2023-06-04,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,6,1.5,28.5,0
2806,2022-05-07,Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,2,2,48,10
2807,2022-01-13,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,2,0.2,9.8,0
2808,2022-08-23,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,2,0.3,9.7,0
2809,2023-01-22,Second Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,5,28,672,100
